State,District,Route
WEST BENGAL,West Midnapore,"Biswanathpur Patna B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Bodhna B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Boicha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Borsole B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Boulasini B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Boxibazar S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Brahmanbasan B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Brahmansasan B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Bulanpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Buriapat B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Burimole B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chabukiauttarbarh B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chakadoba B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chakbajit B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chaklachipur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chaklahana B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chakmakrampur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chaknarsing B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chakpurusottampur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chakshyampur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chamarbandh B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chandeabila Khudiasole B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chandra B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chandrakona S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chandri B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chandur B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Changual B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Charakpahari B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Charchita B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Charkabani B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chaulkuri B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chechua Gobinda Nagar B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chetua Makrampur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chetua Rajnagar B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chhatinasole B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chhatraganj B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chhota Bhagabanpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chhotonakdona B.O,Garhbeta Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chhotosukjora B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chichra B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chilkigarh S.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chingurkasa B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Chowka B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dadpur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dahijuri S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dandipur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dangalsa B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Darra B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Daspur S.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Debagram B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Debra Bazar S.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Demouli B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Deopur Amdan B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhadangri B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhadika B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhamcha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhamsai B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhamsole B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhamtore B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhaneswarpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhanyagachi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dharampur B.O,Binpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dharampur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dharenda B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,Medinipur,"Dharma S.O (West Midnapore),Midnapore Dist:Medinipur,WB"
WEST BENGAL,West Midnapore,"Dharsa B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhekia S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dheko B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dherua B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhuniapara B.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dhyamkuria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dianpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Diasi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dihiramnagar B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dingal B.O,Debra Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dingal Kamargeria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dirghagram B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dobati B.O,Garhbeta-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Doriayodhya B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Duan B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dubra B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dudhkundi B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Duki B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dumuria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Duria Radhaballav B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Dwarigeria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ellaboni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ergoda B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Eriamara B.O,Garhbeta Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Fatechak B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Fatepur B.O,Daspur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Fatesingpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Fulberia B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gajasimul B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Garh Salboni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Garhbeta S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Garhsenapatya B.O,Keshpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghatal Bazar S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghatal S.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghatiara B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghatmura B.O,Garhbeta-III Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghoradaha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghoshdiha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,East Midnapore,"Ghoshkira B.O,Midnapore Dist:East Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghoshpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Ghutia B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gidni S.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Goaltore S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gobardhanpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Godapeasal S.O,NA Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gohaldanga B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gohaldihi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Golar B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gole Bazar S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Golegram B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gopalsole B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gopi Ballavpur S.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gopmahal B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Goura B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Guiadaha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gurguripal B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Gurmabhamal B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Guruganj B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Habibpur S.O (West Midnapore),Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harda B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harekrishnapur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hariatara B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hariharpur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harinagar B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harinarayanpur Dharampur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harirajpur B.O,Hgatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harirampur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Harishpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hatsarberia B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hatsultanpur B.O,kharagpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hematpur B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hijli Co-operative B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hijli S.O,Kharagpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hiradharpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hiradihi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hodal Srirampur B.O,Chandrakona-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hoomgarh S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Hour S.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Inda S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Irpala B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jagardanga B.O,Garhbeta-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jagul B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jahanpur B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jakpur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jalchak S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jamda S.O (West Midnapore),Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jamna B.O,Pingla Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Janaghati B.O,Gopiballavpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Janardanpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jara B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jashorajpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jashpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jatrabishnupur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jayantinarayanchak B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jayantipur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jaynagar B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhakra B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhalka B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhanjia B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhantibandh B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhargram H.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhargram Rajbati B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhariabandhgora B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhentla B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jhikuria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jirapara B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jorakhali B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jorananda B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jotebani B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jotekanuram Garh B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Joypur B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Jugdiha B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kadodiha B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kadra B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kaijuri B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kaima B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalagram B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalaikunda A F S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalaimuri B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalakari B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalara B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalidan B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalikadihi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalikageria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalinja B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalla B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kalmijore B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kamalpur Sriramnagar B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kamargeria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kanasole B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kanikha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kanimohuli B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kankabati B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kankra Atmaram B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kankrajhore B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kanpursalbani B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kantachowki B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kantadaraja B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kantapahari B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kantore B.O,Garhbeta Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kapasda B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kapgari B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Karkai B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Karnagarh B.O,Salbani Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kashijora B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kendugari B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Keoshi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kerur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Keshabchak B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Keshadal B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Keshia B.O,Garheta Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Keshpur S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khagrageria B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khalakpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khalseuli B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khamarbarh B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khanjapur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharagpur New Settlement S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharagpur S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharagpur Technology S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharagpur Work Shop S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharar S.O (West Midnapore),Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharbandi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharigeria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharika B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharikasuli B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kharkusma B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khasbarh B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khatkhura B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khatranga B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khelna B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khemasuli B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khirai B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khirati B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khirpai S.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Khunkhunia B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kiaboni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kiageria B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kiamacha B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kismat Angua B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kismat Dhangori B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kismatjamboni B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kodapura B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kongarer Ayma B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Korasia B.O,Chandrakona-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Korkora B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kortia B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kotai B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Krishnanagar B.O,kharagpur-II Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Krishnapriya B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Krishnapur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kuanpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kukrakhupi B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kuliara B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kundalpal B.O,Sabang Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kuran B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Kuthikonarpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lachipur B.O,Binpur-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lakhibari B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lakhichak B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lakshmanpur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lalgarh S.O (West Midnapore),Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Laupara B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Laxmipur B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lodhasuli B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lokepith Bishnupur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lowada S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lurka B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Lutunia S.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Madanmohanchak B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Madhupur B.O,Salboni Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Madpur S.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Magra B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Maharajpur B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mahatabnagar B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mahatapur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mahespur Murakata B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mahim Nischinda B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mahisda B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mahulboni B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Makli B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Malbandi B.O,Garhbeta-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Maligram B.O,Kharagpur Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Malincha B.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mangalbandhi B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Manglapur B.O,Midnapore Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mangrul B.O,Ghatal Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Manikpara S.O,Jhargram Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Manoharpur B.O,Chandrakona-I Dist:West Midnapore,WB"
WEST BENGAL,West Midnapore,"Mansuka B.O,Midnapore Dist:West Midnapore,WB"
