State,District,Route
WEST BENGAL,North 24 Parganas,"Katiahat S.O,Katiahat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kazipara B.O,Barasat - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khalisadi B.O,Khalisadi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khalitpur B.O,Khalitpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khantura S.O,Habra - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kharampur B.O,Kharampur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kharihatabad B.O,Kharihatabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kharua Rajapur B.O,Kharua Rajapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kharupala B.O,Kharupala Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khasbalanda B.O,Khasbalanda Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khilkapur B.O,Khilkapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kholapota S.O,Kholapota Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khorgachi B.O,Baduria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Khulna B.O,Khulna Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kirtipur B.O,Kirtipur` Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kishorenagar Jalalpur B.O,Hasnabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kodalia Agapur B.O,Barrackpur - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kolsur S.O,Deganga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Koniara B.O,Koniara Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Korachandigarh B.O,Barrackpur - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Korakati B.O,Korakati Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Korarbagan S.O,Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kothabari B.O,Kothabari Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Krishnachandapur B.O,Krishnachandapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kulia B.O,Kulia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kumarkhola B.O,Kumarkhola Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kumarzole B.O,Kumarzole Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Kumra Kashipur B.O,Kumra Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Labukhali B.O,Labukhali Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Lauhati B.O,Rajarhat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Laxmipul B.O,Laxmipul Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Machibhanga B.O,Machibhanga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Madanpur Krishnapur B.O,Madanpur Krishnapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Madhav Kathi B.O,Madhavkathi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Madhyamgram Bazar S.O,Barasat - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Madhyamgram S.O,Barasat - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Madia B.O,Swarupnagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Madiahat B.O,Madiahat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mahananda Para B.O,Bagda Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Makhalgacha B.O,Makhalgacha Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Malancha B.O,Malancha Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Malekangumti B.O,Malekangumti Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Malidah B.O,Malidah Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Malikagherai B.O,Malikagherai Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Malikapur B.O,Malikapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mamabhagina B.O,Mambhagina Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Manaikati B.O,Manikkathi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mandra B.O,Mandra Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Manicktala B.O,Habra - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mashyampur B.O,Mashyampur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Maslandapur S.O,Habra - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Maslishpur B.O,Maslishpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Masunda B.O,Masunda Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mathbariabad B.O,Mathbariabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Matia B.O,Matia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Matiaghata B.O,Matiaghata Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Merudandi B.O,Merudandi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Michealnagar S.O,Barasat - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Minakhan B.O,Minakhan Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mirhati B.O,Mirhati Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Model Belghoria B.O,Baduria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mominpur B.O,Mominpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mongalganj B.O,Bagda Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Monipur B.O,Sandeshkhali - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mothuadham Mondalpara B.O,Chandpara Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Motiganj S.O (North 24 Parganas),Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Mudiahat B.O,Mudiahat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Murarisah B.O,Murarisah Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Murighata B.O,Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nabapally S.O,Barasat - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nahata S.O,Naahata Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nakpul B.O,Nakpul Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nakpul Kuchlia B.O,Nakpul Kuchlia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Naksha B.O,Naksha Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Naldugri B.O,Bagda Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nalkora B.O,Nalkora Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Narabunia B.O,Minakhan Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Narayanpur B.O,Rajarhat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nataberia B.O,Nataberia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Natagram B.O,Natagram Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Naya Basti B.O,Naya Basti Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nazat Hatkhola S.O,Nazat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nehalpur B.O,Nehalpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Newbarackpur S.O,Barrackpur - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nimdaria B.O,Nimdaria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nimichi B.O,Nimichi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nirman B.O,Swarupnagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nityaberia B.O,Nityaberia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nityanandakati B.O,Nityananda Kati Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Noapara Madhavpur B.O,Noapara Madhavpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Noapara S.O (North 24 Parganas),Noapara Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nurpur B.O,Nurpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Nutungram B.O,Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"P/  Atapur B.O,Sandeshkhali - II Dist:North 24 Parganas,WB"
WEST BENGAL,South 24 Parganas,"Paikan B.O,Bhangar - II Dist:South 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paikparahat B.O,Paikparahat Dist:North 24 Parganas,WB"
WEST BENGAL,South 24 Parganas,"Pakka Polarhat B.O,Bhangar - II Dist:South 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Palla S.O,Palla Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Panchberia B.O,Panchberia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Panchita B.O,Panchita Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Panchpota B.O,Panchpota Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Panitar B.O,Panitar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Parghumti B.O,Parghumti Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Parpatna B.O,Parpatna Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Parulia B.O,Deganga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paschim Madhyampur B.O,Paschim Madhyampur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paschim Malikberia B.O,Paschim Malikberia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paschim Monipur B.O,Sandeshkhali - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paschim Palta B.O,Paschim Palta Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paschim Parghumti B.O,Hingalganj Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Paschim Sridharkati B.O,Hingalganj Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Patharghata B.O,Patharghata Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Pathghoria B.O,Pathghoria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Pathsimulia B.O,Pathsimulia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Petrapole S.O,Petrapole Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Phazilpur B.O,Phazilpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Phulboniabad B.O,Minakhan Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Pifa B.O,Pifa Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Pithapukuria B.O,Pithapukuria Dist:North 24 Parganas,WB"
WEST BENGAL,South 24 Parganas,"Polarhat B.O,Bhangar - II Dist:South 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Prithiba B.O,Prithiba Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Punra B.O,Punra Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Purandarpur B.O,Purandarpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Purantan Bongaon B.O,Purantan Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Purba  Khejurberia B.O,Purba  Khejurberia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Purba Deuli B.O,Hingalganj Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Purba Sankardaha B.O,Purba Sankardaha Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Putia B.O,Putia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Raghunathpur B.O,Raghunathpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Raghunathpur B.O,Raghunathpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Raikhan B.O,Raikhan Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajarhat Bishnupur B.O,Bishnupur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajarhat Deara B.O,Rajarhat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajarhat Gopalpur S.O,Rajarhat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajarhat S.O,Rajarhat Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajballavpur B.O,Rajballapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajendrapur B.O,Rajendrapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rajibpur S.O,Rajibpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Ram Nagar Road S.O,Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Ramchandrapur Khaspur B.O,Ramchandrapur Khaspur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rameswarpur B.O,Rameswarpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Ramnagar B.O,Ramnagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Ramnathpur B.O,Ramnathpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rampur Bhatpara B.O,Rampur Bhatpara Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Ramshankarpur B.O,Ramshankarpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Ranihati B.O,Ranihati Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rohanda B.O,Rohanda Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rowtara B.O,Rowtara Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rudrapur B.O,Baduria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Rupmari B.O,Rupmari Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sabdalpur B.O,Sabdalpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sadhanpur Uludanga B.O,Sadhanpur Uludanga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Safirabad B.O,Safirabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Saguna B.O,Saguna Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sahebkhali B.O,Sahebkhali Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sajirhat B.O,Barrackpur - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sakdah Jadabpur B.O,Sakdah Jadapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Salua B.O,Salua Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Salua Govt. Colony B.O,Salua Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Samsernagar B.O,Samsernagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Samudrapur B.O,Samudrapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sandalia B.O,Barasat - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sandeler Bil B.O,Sandelerbill Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sandeshkhali S.O,Sandeshkhali Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sangrampur B.O,Sangrampur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sanrapul B.O,Sanrapul Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sarkarpara Kuthipara B.O,Habra - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sasan B.O,Sashan Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sassadanga B.O,Sasadanga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Satashi B.O,Satashi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Satberia B.O,Satberi Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Satbhaya B.O,Satbhaya Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sayestanagar B.O,Sayestanagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Secondranagar B.O,Secondranagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sendanga B.O,Sendanga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sethpukur S.O,Barasat - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sethpur B.O,Sethpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Shyamnagar B.O,Shyamnagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sibhati B.O,Sibhati Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sikharpur B.O,Sikharpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sikrakulingarh B.O,Basirhat - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Simulia B.O,Simulia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Simulia Durgapur B.O,Simulia Durgapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Simulia Kalibari B.O,Simulia Kalibari Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Simulpur B.O,Simulpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sindrani S.O,Sindrani Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sitalia B.O,Sitalia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sodarpur-behala B.O,Sodarpur-behala Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sohai Kumarpur B.O,Sohaikumarpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Soladana B.O,Soladanga Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sonakenia B.O,Sonakenia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sonekpur B.O,Sonekpur Dist:North 24 Parganas,WB"
WEST BENGAL,South 24 Parganas,"Sonepur B.O,Bhangar - II Dist:South 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"South Charalkhali B.O,Charalkhali Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"South Sikargheri B.O,Sandeshkhali - I Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sridharkati B.O,Sridharkati Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Srikrishnapur B.O,Srikrishnapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Srinagar B.O,Srinagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Subhashnagar S.O (North 24 Parganas),Bongaon Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sukdwani B.O,Sukdwani Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sulka Durgapur B.O,Durgapur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sulkuniabad B.O,Sulkaniabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sundarpur B.O,Sundarpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Suria S.O,Suria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Sutia Barasat B.O,Sutia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Swarupnagar S.O,Swarupnagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Taki Market S.O,Hasnabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Taki S.O,Hasnabad Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Takimamudpur B.O,Akimamudpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Takipur B.O,Takipur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Talsa B.O,Talsa Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Tangra Colony B.O,Tangra Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Taragunia B.O,Taragunia Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Taranipur B.O,Taranipur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Tentulia B.O,Swarupnagar Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Tetulbaria B.O,Tetulbaria Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Thakurnagar S.O,Gaighata Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Thoara B.O,Thoara Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Tushklali B.O,Tushkhali Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Uchildah B.O,Uchildah Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Udayrajpur B.O,Barasat - II Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Uludanga B.O,Uludanga Dist:North 24 Parganas,WB"
WEST BENGAL,South 24 Parganas,"Uttar Kashipur B.O,Urttar Kashipur Dist:South 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Uttar Malikanghumti B.O,Hingalganj Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Zafarpur B.O,Zafarpur Dist:North 24 Parganas,WB"
WEST BENGAL,North 24 Parganas,"Zirakpur B.O,Zirakpur Dist:North 24 Parganas,WB"
WEST BENGAL,Birbhum,"Abadanga B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Abinashpur S.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Adityapur B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Ahmadpur S.O,NA Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Albandha B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Aligarh B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Aligram B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Ambhua B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Amdole B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Amjolpahari B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Anantapurkanaipur B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Atla B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Ayas B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"B.Collectorate S.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Babuijore B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bagdola B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bagdowra B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bagrakonda B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bahadurpur B.O,Murarai - I Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bahiri S.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bahutali B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Baidyanathpur B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bakreswar B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Baliharpur B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Balijuri B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Banagram B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bandar B.O,Nanoor Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bandhaipur B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bandhkhola B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bangachhatra B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bangsabati B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Banior B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bansanka B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bara B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Baraalunda B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barabagan S.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barakartickchungri B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Baram B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barapahari B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barasija B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barha B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barhra B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barla B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Barsal B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Baruipara S.O (Birbhum),Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Basudevpur B.O,Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Baswa S.O (Birbhum),Birbhum Dist:Birbhum,WB"
WEST BENGAL,Birbhum,"Bataspur B.O,Birbhum Dist:Birbhum,WB"
